id,count
1505,26.0
1511,126.0
1512,46.0
1513,91.0
1514,37.0
1528,263.0
1533,246.0
1534,15.0
1536,140.0
1537,76.0
1539,247.0
1550,214.0
1552,245.0
1554,214.0
1555,398.0
1556,84.0
1559,37.0
1563,213.0
1566,227.0
1567,213.0
1568,15.0
1571,234.0
1572,15.0
1574,78.0
1577,14.0
1583,88.0
1585,31.0
1586,214.0
1587,284.0
1596,189.0
1602,46.0
1604,26.0
1605,52.0
1610,271.0
1611,111.0
1616,33.0
1617,90.0
1618,14.0
1622,33.0
1623,33.0
1628,271.0
1631,15.0
1632,126.0
1633,226.0
1634,331.0
1636,309.0
1637,90.0
1643,212.0
1644,90.0
1646,127.0
1648,182.0
1651,52.0
1656,20.0
1658,153.0
1659,19.0
1665,241.0
1666,165.0
1670,53.0
1674,198.0
1679,304.0
1680,304.0
1683,366.0
1686,27.0
1691,90.0
1693,45.0
1696,37.0
1697,90.0
1703,127.0
1706,20.0
1709,229.0
1710,86.0
1712,268.0
1713,114.0
1718,431.0
1719,108.0
1722,252.0
1723,114.0
1724,271.0
1728,109.0
1730,19.0
1732,15.0
1737,34.0
1745,100.0
1747,14.0
1748,14.0
1755,113.0
1759,13.0
1761,271.0
1764,252.0
1765,189.0
1766,100.0
1768,104.0
1770,20.0
1771,134.0
1774,83.0
1785,180.0
1788,148.0
1792,8.0
1794,205.0
1797,150.0
1798,16.0
1799,176.0
1802,90.0
1806,52.0
1808,90.0
1810,172.0
1818,208.0
1819,380.0
1820,252.0
1822,205.0
1826,215.0
1827,127.0
1835,16.0
1841,109.0
1842,136.0
1843,16.0
1846,33.0
1849,37.0
1850,227.0
1851,241.0
1857,53.0
1858,182.0
1860,109.0
1861,214.0
1864,135.0
1869,317.0
1871,78.0
1872,37.0
1875,17.0
1878,304.0
1879,205.0
1885,69.0
1888,121.0
1889,27.0
1890,111.0
1896,178.0
1897,179.0
1898,173.0
1900,100.0
1905,53.0
1908,79.0
1909,90.0
1913,46.0
1918,132.0
1922,335.0
1923,129.0
1925,278.0
1926,38.0
1927,271.0
1930,214.0
1935,117.0
1939,107.0
1942,85.0
1943,310.0
1948,246.0
1949,278.0
1951,127.0
1953,90.0
1959,179.0
1963,13.0
1967,124.0
1973,252.0
1975,27.0
1976,100.0
1990,115.0
1993,75.0
1997,222.0
1999,114.0
2001,317.0
2004,106.0
2010,92.0
2013,189.0
2017,293.0
2021,118.0
2023,222.0
2026,189.0
2037,37.0
2039,267.0
2041,14.0
2046,23.0
2050,16.0
2060,229.0
2067,108.0
2069,189.0
2072,252.0
2074,179.0
2079,91.0
2083,27.0
2085,241.0
2087,16.0
2093,142.0
2094,46.0
2097,53.0
2103,85.0
2104,53.0
2107,227.0
2108,36.0
2110,72.0
2115,304.0
2117,37.0
2125,331.0
2127,159.0
2133,13.0
2134,380.0
2135,86.0
2141,248.0
2143,52.0
2145,90.0
2146,32.0
2147,317.0
2148,78.0
2149,49.0
2165,132.0
2166,127.0
2177,241.0
