id,count
867,90.0
870,247.0
871,214.0
872,218.0
874,127.0
881,133.0
886,147.0
890,46.0
895,136.0
899,86.0
900,293.0
901,278.0
902,219.0
903,49.0
913,290.0
918,267.0
923,216.0
924,33.0
926,34.0
927,8.0
930,199.0
934,20.0
937,233.0
939,199.0
941,82.0
942,398.0
946,271.0
950,90.0
953,87.0
959,88.0
961,30.0
962,26.0
964,173.0
969,239.0
971,11.0
976,49.0
978,249.0
980,214.0
981,256.0
990,398.0
993,14.0
996,17.0
998,317.0
999,266.0
1006,90.0
1008,28.0
1013,18.0
1015,108.0
1016,126.0
1022,319.0
1026,193.0
1028,215.0
1031,90.0
1034,46.0
1037,263.0
1040,74.0
1042,18.0
1046,14.0
1048,118.0
1049,90.0
1050,78.0
1051,106.0
1052,247.0
1055,92.0
1060,143.0
1064,30.0
1066,87.0
1071,90.0
1073,14.0
1089,189.0
1091,184.0
1092,76.0
1093,267.0
1096,331.0
1097,216.0
1098,20.0
1099,52.0
1102,106.0
1107,117.0
1109,53.0
1111,222.0
1112,108.0
1114,271.0
1116,271.0
1117,179.0
1118,18.0
1122,143.0
1124,149.0
1127,97.0
1133,176.0
1134,45.0
1135,264.0
1139,271.0
1143,78.0
1150,129.0
1151,90.0
1153,278.0
1155,34.0
1162,27.0
1163,197.0
1166,14.0
1171,86.0
1172,13.0
1173,205.0
1174,103.0
1177,66.0
1178,201.0
1184,97.0
1185,90.0
1186,132.0
1187,106.0
1188,213.0
1191,137.0
1207,105.0
1213,52.0
1215,112.0
1223,127.0
1227,115.0
1236,78.0
1237,95.0
1238,28.0
1241,20.0
1248,13.0
1250,53.0
1251,106.0
1253,90.0
1255,108.0
1257,127.0
1261,92.0
1262,324.0
1265,143.0
1273,237.0
1277,271.0
1278,151.0
1280,92.0
1284,247.0
1285,317.0
1288,19.0
1295,88.0
1297,431.0
1299,244.0
1304,218.0
1308,45.0
1310,111.0
1311,147.0
1314,106.0
1315,90.0
1318,42.0
1320,317.0
1321,271.0
1322,201.0
1330,91.0
1333,163.0
1334,317.0
1341,140.0
1344,206.0
1351,268.0
1354,115.0
1356,74.0
1363,90.0
1365,193.0
1369,143.0
1373,108.0
1375,90.0
1377,86.0
1379,275.0
1380,271.0
1381,103.0
1384,182.0
1390,246.0
1393,216.0
1395,74.0
1399,366.0
1400,133.0
1401,222.0
1404,92.0
1408,13.0
1409,19.0
1413,213.0
1416,271.0
1418,90.0
1423,106.0
1424,34.0
1425,13.0
1433,142.0
1434,119.0
1436,148.0
1442,193.0
1444,86.0
1445,150.0
1452,97.0
1455,101.0
1462,78.0
1467,103.0
1472,33.0
1475,129.0
1493,113.0
1501,237.0
1503,310.0
1504,187.0
1505,13.0
1511,227.0
1512,46.0
1513,107.0
1514,19.0
1528,304.0
1533,215.0
1534,24.0
1536,218.0
1537,76.0
1539,247.0
1550,193.0
1552,163.0
1554,193.0
1555,398.0
1556,85.0
1559,19.0
1563,213.0
1566,106.0
1567,213.0
1568,15.0
1571,216.0
1572,15.0
1574,78.0
1577,18.0
1583,82.0
1585,32.0
1586,247.0
1587,274.0
1596,173.0
1602,49.0
1604,26.0
1605,52.0
1610,271.0
1611,85.0
1616,19.0
1617,90.0
1618,18.0
1622,28.0
1623,33.0
1628,271.0
1631,13.0
1632,189.0
1633,290.0
1634,317.0
1636,309.0
1637,90.0
1643,222.0
1644,90.0
1646,90.0
1648,182.0
1651,52.0
1656,2.0
1658,132.0
1659,17.0
1665,92.0
1666,199.0
1670,53.0
1674,182.0
1679,263.0
1680,187.0
1683,148.0
1686,27.0
1691,90.0
1693,45.0
1696,19.0
1697,90.0
1703,18.0
1706,34.0
1709,205.0
1710,86.0
1712,366.0
1713,113.0
1718,215.0
1719,161.0
1722,127.0
1723,113.0
1724,271.0
1728,18.0
1730,18.0
1732,34.0
1737,43.0
1745,69.0
1747,18.0
1748,14.0
1755,147.0
1759,13.0
1761,271.0
1764,228.0
1765,97.0
1766,69.0
1768,121.0
1770,20.0
1771,196.0
1774,83.0
1785,189.0
1788,126.0
1792,13.0
1794,205.0
1797,150.0
1798,16.0
1799,187.0
1802,90.0
1806,36.0
1808,82.0
1810,172.0
1818,202.0
1819,380.0
1820,271.0
1822,290.0
1826,215.0
1827,219.0
1835,16.0
1841,84.0
1842,118.0
1843,14.0
1846,42.0
1849,37.0
1850,106.0
1851,108.0
1857,74.0
1858,163.0
1860,84.0
1861,199.0
1864,135.0
1869,331.0
1871,78.0
1872,19.0
1875,17.0
1878,126.0
1879,290.0
1885,69.0
1888,71.0
1889,32.0
1890,111.0
1896,219.0
1897,218.0
1898,256.0
1900,100.0
1905,53.0
1908,89.0
1909,90.0
1913,46.0
1918,108.0
1922,248.0
1923,129.0
1925,293.0
1926,211.0
1927,271.0
1930,193.0
1935,106.0
1939,124.0
1942,85.0
1943,310.0
1948,215.0
1949,278.0
1951,100.0
1953,90.0
1959,218.0
1963,13.0
1967,139.0
1973,271.0
1975,32.0
1976,100.0
1990,85.0
1993,90.0
1997,222.0
1999,113.0
2001,317.0
2004,86.0
2010,108.0
2013,189.0
2017,324.0
2021,122.0
2023,212.0
2026,173.0
2037,19.0
2039,215.0
2041,17.0
2046,14.0
2050,14.0
2060,229.0
2067,108.0
2069,173.0
2072,127.0
2074,218.0
2079,108.0
2083,32.0
2085,129.0
2087,28.0
2093,136.0
2094,27.0
2097,53.0
2103,112.0
2104,74.0
2107,227.0
2108,11.0
2110,72.0
2115,284.0
2117,37.0
2125,317.0
2127,176.0
2133,13.0
2134,380.0
2135,121.0
2141,219.0
2143,52.0
2145,75.0
2146,32.0
2147,317.0
2148,78.0
2149,49.0
2165,100.0
2166,219.0
2177,92.0
